last_name,first_name,dob,gender,team_cat,country_short,team_short,team_long,code
RADOTI,Mia,02/12/1984,Female,CTW,(Cro),BTC,BTC CITY LJUBLJANA,10007135140
RAGGIO,Luca,26/03/1995,Male,PCT,(Ita),THR,THARCOR,10013581394
RAGUSA,Katia,19/05/1997,Female,CTW,(Ita),BPK,BEPINK,10010660684
RAIMONDI,Jessica,21/02/1999,Female,CTW,(Ita),ALE,ALE CIPOLLINI,10015661642
RAMÍREZ FREGOSO,Andrea,25/09/1999,Female,CTW,(Mex),SWA,SWAPIT AGOLICO,10016002960
RATTO,Rossella,20/10/1993,Female,CTW,(Ita),BTC,BTC CITY LJUBLJANA,10007524352
RAVASI,Edward,05/06/1994,Male,WTT,(Ita),UAD,UAE TEAM EMIRATES,10009703620
REICHENBACH,Sébastien,28/05/1989,Male,WTT,(Swi),GFC,GROUPAMA - FDJ,10006917494
REIJNEN,Kiel,01/06/1986,Male,WTT,(USA),TFS,TREK - SEGAFREDO,10006570924
REINDERS,Elmar,14/03/1992,Male,PCT,(Ned),ROC,ROOMPOT - CHARLES,10006641652
RENSHAW,Mark,22/10/1982,Male,WTT,(Aus),TDD,TEAM DIMENSION DATA,10002259777
RESTREPO VALENCIA,Jhonatan,28/11/1994,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10009037552
REVARD,Thomas,20/10/1997,Male,PCT,(USA),HBA,HAGENS BERMAN AXEON,10014649408
REYES ORTEGA,Aldemar,22/04/1995,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10010169321
REZA,Kevin,18/05/1988,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10004521291
RIABCHENKO,Tetiana,28/08/1989,Female,CTW,(Ukr),DVE,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,10006824740
RIABUSHENKO,Aleksandr,12/10/1995,Male,WTT,(Blr),UAD,UAE TEAM EMIRATES,10008692594
RICE,Michael,25/01/1996,Male,PCT,(Aus),HBA,HAGENS BERMAN AXEON,10009117879
RICHEZE,Maximiliano Ariel,07/03/1983,Male,WTT,(Arg),DQT,DECEUNINCK  -  QUICK - STEP,10003039013
RICHIOUD,Greta,11/10/1996,Female,CTW,(Fra),FDJ,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,10009817895
RIESEBEEK,Oscar,23/12/1992,Male,PCT,(Ned),ROC,ROOMPOT - CHARLES,10007291754
RIFFEL,Christa,30/07/1998,Female,CTW,(Ger),CSR,CANYON / /SRAM RACING,10010790121
RIJKES,Sarah,02/04/1991,Female,CTW,(Aut),WNT,WNT ROTOR PRO CYCLING TEAM,10007217083
RIKUNOV,Petr,24/02/1997,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10010201350
RIOU,Alan,02/04/1997,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10010202562
RIVERA,Coryn,26/08/1992,Female,CTW,(USA),SUN,TEAM SUNWEB,10006131693
RIVERA SERRANO,Kevin,28/06/1998,Male,PCT,(CRc),ANS,ANDRONI GIOCATTOLI - SIDERMEC,10010183263
RIZVANOLLI,Jona,02/05/1992,Female,CTW,(Alb),CZF,CONCERIA ZABRI - FANINI,10055716376
ROBEET,Ludovic,22/05/1994,Male,PCT,(Bel),WVA,WALLONIE BRUXELLES,10008638539
ROBREDO CRESPO,Alvaro,03/04/1993,Male,PCT,(Spa),BBH,BURGOS - BH,10009403526
ROCHAS,Rémy,18/05/1996,Male,PCT,(Fra),DMP,DELKO MARSEILLE PROVENCE,10010164974
ROCHE,Nicolas,03/07/1984,Male,WTT,(Irl),SUN,TEAM SUNWEB,10002724872
RODRIGUES CARVALHO,André,31/10/1997,Male,PCT,(Por),HBA,HAGENS BERMAN AXEON,10014490063
RODRIGUEZ GARAICOECHEA,Oscar,06/05/1995,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10011227631
RODRIGUEZ GUTIERREZ,Carolina,30/09/1993,Female,CTW,(Mex),ASA,ASTANA WOMEN'S TEAM,10008693103
RODRIGUEZ MARTIN,Cristian,03/03/1995,Male,PCT,(Spa),CJR,CAJA RURAL - SEGUROS RGA,10008693204
RODRIGUEZ RECHE,Sergio,22/02/1992,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10007777461
RODRIGUEZ REVERT,Sofia,21/10/1999,Female,CTW,(Spa),SWT,SOPELA WOMEN'S TEAM,10011037772
RODRIGUEZ SANCHEZ,Gloria,06/03/1992,Female,CTW,(Spa),MOV,MOVISTAR TEAM WOMEN,10006886172
ROELANDTS,Jurgen,02/07/1985,Male,WTT,(Bel),MOV,MOVISTAR TEAM,10002833996
ROGLI,Primo,29/10/1989,Male,WTT,(Slo),TJV,TEAM JUMBO - VISMA,10008888921
ROJAS,José,08/06/1985,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10002910990
ROLLAND,Pierre,10/10/1986,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10003223818
ROMANO,Francesco,09/07/1997,Male,PCT,(Ita),BRD,BARDIANI CSF,10011133863
RØNNING VINTHER,Troels,24/02/1987,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10050033691
ROOIJAKKERS,Paulien,12/05/1993,Female,CTW,(Ned),CCC,CCC - LIV,10007969037
ROORDA,Stephanie,03/12/1986,Female,CTW,(Can),T20,SHO - AIR TWENTY20,10003299802
ROOSEN,Timo,11/01/1993,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10008854464
ROSA,Diego,27/03/1989,Male,WTT,(Ita),SKY,TEAM SKY,10005894752
ROSA,Massimo,09/12/1995,Male,PCT,(Ita),THR,THARCOR,10008131513
ROSON GARCIA,Jaime,13/01/1993,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10009384833
ROSSATO,Beatrice,06/11/1996,Female,CTW,(Ita),SBT,EUROTARGET - BIANCHI - VITTORIA,10009781220
ROSSETTO,Stéphane,06/04/1987,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10004444402
ROSSKOPF,Joseph,05/09/1989,Male,WTT,(USA),CPT,CCC TEAM,10006002967
ROTA,Lorenzo,23/05/1995,Male,PCT,(Ita),BRD,BARDIANI CSF,10009393523
ROTMAN,Lotte,19/06/1999,Female,CTW,(Bel),HMT,HEALTH MATE - LADIES TEAM,10014217958
ROUX,Anthony,18/04/1987,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10003223919
ROVNY,Ivan,30/09/1987,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10003270904
ROWE,Luke,10/03/1990,Male,WTT,(GBr),SKY,TEAM SKY,10005996200
ROY,Sarah,27/02/1986,Female,CTW,(Aus),MTS,MITCHELTON SCOTT,10009457076
RUBIO HERNANDEZ,Diego,13/06/1991,Male,PCT,(Spa),BBH,BURGOS - BH,10006555867
RUSSO,Clément,20/01/1995,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10007952162
RUSTA,Elona,03/09/1996,Female,CTW,(Alb),CZF,CONCERIA ZABRI - FANINI,10050642064
RYAN,Alexis,18/08/1994,Female,CTW,(USA),CSR,CANYON / /SRAM RACING,10007709460
RYAN,Kendall,10/08/1992,Female,CTW,(USA),TIB,TEAM TIBCO - SILICON VALLEY BANK,10006655392
RYBALKIN,Aleksei,16/11/1993,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10007727042
SAARELAINEN,Sari,01/03/1981,Female,CTW,(Fin),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10001668885
SABATINI,Fabio,18/02/1985,Male,WTT,(Ita),DQT,DECEUNINCK  -  QUICK - STEP,10003105394
SACHET,Iris,29/05/1994,Female,CTW,(Fra),CMW,CHARENTE - MARITIME WOMEN CYCLING,10008650865
SAENZ BALLESTEROS,Nicolas,07/08/1997,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10035333343
SAEZ BENITO,Hector,06/11/1993,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10008682793
SAGAN,Juraj,23/12/1988,Male,WTT,(Svk),BOH,BORA - HANSGROHE,10004572724
SAGAN,Peter,26/01/1990,Male,WTT,(Svk),BOH,BORA - HANSGROHE,10005460373
SAIDOV,Ulugbek,06/10/1996,Male,PCT,(Uzb),TNN,TEAM NOVO NORDISK,10011045048
SAIFUTDINOVA,Natalya,11/02/1989,Female,CTW,(Kaz),ASA,ASTANA WOMEN'S TEAM,10005942444
SAJNOK,Szymon,24/08/1997,Male,WTT,(Pol),CPT,CCC TEAM,10009640063
SALAZAR VAZQUEZ,Lizbeth Yareli,08/12/1996,Female,CTW,(Mex),ASA,ASTANA WOMEN'S TEAM,10009196590
SALCEDO ZAMBRANO,Jannie Milena,14/05/1988,Female,CTW,(Col),SWA,SWAPIT AGOLICO,10006185550
SALTON,Basei Marzia,07/07/1997,Female,CTW,(Ita),CZF,CONCERIA ZABRI - FANINI,10010753543
SAMITIER SAMITIER,Sergio,31/08/1995,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10015982954
SANABRIA SANCHEZ,Ana Cristina,02/05/1990,Female,CTW,(Col),SWA,SWAPIT AGOLICO,10007256287
SANCHEZ,Luis León,24/11/1983,Male,WTT,(Spa),AST,ASTANA PRO TEAM,10002444784
SANGUINETI,Ilaria,15/04/1994,Female,CTW,(Ita),VAL,VALCAR CYLANCE CYCLING,10008635610
SANMARTIN RODRIGUEZ,Paula,16/05/1997,Female,CTW,(Spa),EIC,ENEICUE CYCLING TEAM,10010198421
SANTAROMITA,Ivan,30/04/1984,Male,PCT,(Ita),NIP,NIPPO - VINI FANTINI - FAIZANE',10002711940
SANTESTEBAN GONZALEZ,Ane,12/12/1990,Female,CTW,(Spa),WNT,WNT ROTOR PRO CYCLING TEAM,10006489684
SANTOS,Sandra,02/06/1992,Female,CTW,(Por),EIC,ENEICUE CYCLING TEAM,10045588970
SANTOYO PEREZ,Brenda Andrea,17/08/1996,Female,CTW,(Mex),SWA,SWAPIT AGOLICO,10050427452
SANZ UNZUE,Enrique,11/09/1989,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10006280530
SARREAU,Marc,10/06/1993,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10007216073
SAVENKA,Ina,05/08/1994,Female,CTW,(Blr),MCC,MINSK CYCLING CLUB,10008946717
SAVENKA,Karalina,21/04/1998,Female,CTW,(Blr),MCC,MINSK CYCLING CLUB,10010177809
SAVI,Maja,27/07/1994,Female,CTW,(Srb),BTC,BTC CITY LJUBLJANA,10011188730
SAVINI,Daniel,26/09/1997,Male,PCT,(Ita),BRD,BARDIANI CSF,10014429843
SCARSI,Gloria,30/09/2000,Female,CTW,(Ita),BPK,BEPINK,10029881337
SCHACHMANN,Maximilian,09/01/1994,Male,WTT,(Ger),BOH,BORA - HANSGROHE,10008693810
SCHÄR,Michael,29/09/1986,Male,WTT,(Swi),CPT,CCC TEAM,10003078823
SCHILLINGER,Andreas,13/07/1983,Male,WTT,(Ger),BOH,BORA - HANSGROHE,10002449535
SCHMIDT,Fabien,23/03/1989,Male,PCT,(Fra),DMP,DELKO MARSEILLE PROVENCE,10007855869
SCHMIDT,Trine,03/06/1988,Female,CTW,(Den),TVC,TEAM VIRTU CYCLING,10004631732
SCHMIDT WÜRTZ,Mads,31/03/1994,Male,WTT,(Den),TKA,TEAM KATUSHA ALPECIN,10008694113
SCHNEIDER,Skylar,03/09/1998,Female,CTW,(USA),DLT,BOELS DOLMANS CYCLINGTEAM,10014858562
SCHÖNBERGER,Sebastian,14/05/1994,Male,PCT,(Aut),THR,THARCOR,10008653087
SCHULTZ,Nicholas,13/09/1994,Male,WTT,(Aus),MTS,MITCHELTON - SCOTT,10074756971
SCHWARZMANN,Michael,07/01/1991,Male,WTT,(Ger),BOH,BORA - HANSGROHE,10006670954
SCHWEINBERGER,Christina,29/10/1996,Female,CTW,(Aut),HMT,HEALTH MATE - LADIES TEAM,10009862355
SCHWEINBERGER,Kathrin,29/10/1996,Female,CTW,(Aut),HMT,HEALTH MATE - LADIES TEAM,10009862254
SCHWEIZER,Doris,28/08/1989,Female,CTW,(Swi),BDU,BIZKAIA - DURANGO,10005486241
SCOTSON,Callum,10/08/1996,Male,WTT,(Aus),MTS,MITCHELTON - SCOTT,10009115556
SCOTSON,Miles,18/01/1994,Male,WTT,(Aus),GFC,GROUPAMA - FDJ,10007809894
SCULLY,Tom,14/01/1990,Male,WTT,(NZl),EF1,EF EDUCATION FIRST,10005968615
SEIGLE,Romain,11/10/1994,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10007647422
SELIG,Rüdiger,19/02/1989,Male,WTT,(Ger),BOH,BORA - HANSGROHE,10006004280
SELLIER,Simon,04/01/1995,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10010035844
SENECHAL,Florian,10/07/1993,Male,WTT,(Fra),DQT,DECEUNINCK  -  QUICK - STEP,10007516773
SENNI,Manuel,11/03/1992,Male,PCT,(Ita),BRD,BARDIANI CSF,10007260331
SEPULVEDA,Eduardo,13/06/1991,Male,WTT,(Arg),MOV,MOVISTAR TEAM,10006564860
SERNISSI,Gemma,06/03/2000,Female,CTW,(Ita),VAI,AROMITALIA - BASSO BIKES - VAIANO,10029909528
SERRANO RODRIGUEZ,Gonzalo,17/08/1994,Male,PCT,(Spa),CJR,CAJA RURAL - SEGUROS RGA,10014023554
SERRY,Pieter,21/11/1988,Male,WTT,(Bel),DQT,DECEUNINCK  -  QUICK - STEP,10007158580
SESSLER,Nicolas,29/04/1994,Male,PCT,(Bra),BBH,BURGOS - BH,10054193476
SHALUNOV,Evgeny,08/01/1992,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10006795337
SHARAKOVA,Tatsiana,31/07/1984,Female,CTW,(Blr),MCC,MINSK CYCLING CLUB,10002669605
SHARGA,Olena,24/12/1986,Female,CTW,(Ukr),LCW,LVIV CYCLING TEAM,10006077638
SHAW,Lucy,17/07/1997,Female,CTW,(GBr),DRP,DROPS,10009968045
SHEKEL,Olga,28/05/1994,Female,CTW,(Ukr),ASA,ASTANA WOMEN'S TEAM,10008694921
SHILOV,Sergei,06/02/1988,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10006412690
SICARD,Romain,01/01/1988,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10004434193
SICOT,Marion,24/06/1992,Female,CTW,(Fra),DVE,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,10008650764
SIEBERG,Marcel,30/04/1982,Male,WTT,(Ger),TBM,BAHRAIN - MERIDA,10002427913
SIERRA,Arlenis,07/12/1992,Female,CTW,(Cub),ASA,ASTANA WOMEN'S TEAM,10007199808
SIERRA SANCHEZ,Yecid Arturo,16/08/1994,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10010985939
SILVESTRI,Debora,08/05/1998,Female,CTW,(Ita),SBT,EUROTARGET - BIANCHI - VITTORIA,10014963040
SIMION,Paolo,10/10/1992,Male,PCT,(Ita),BRD,BARDIANI CSF,10006904057
SIMMONDS,Hayley,22/07/1988,Female,CTW,(GBr),BTC,BTC CITY LJUBLJANA,10009326128
SIMON,Julien,04/10/1985,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10005842212
SINKELDAM,Ramon,09/02/1989,Male,WTT,(Ned),GFC,GROUPAMA - FDJ,10004798248
SISKEVICIUS,Evaldas,30/12/1988,Male,PCT,(Ltu),DMP,DELKO MARSEILLE PROVENCE,10004589801
SIVAKOV,Pavel,11/07/1997,Male,WTT,(Rus),SKY,TEAM SKY,10011134368
SIX,Franklin,29/12/1996,Male,PCT,(Bel),WVA,WALLONIE BRUXELLES,10009500223
SKALNIAK,Agnieszka,22/04/1997,Female,CTW,(Pol),CCC,CCC - LIV,10011115372
SKUJINS,Toms,15/06/1991,Male,WTT,(Lat),TFS,TREK - SEGAFREDO,10006889206
SLAGTER,Tom-Jelte,01/07/1989,Male,WTT,(Ned),TDD,TEAM DIMENSION DATA,10007170001
SLIK,Rozanne,12/04/1991,Female,CTW,(Ned),TIB,TEAM TIBCO - SILICON VALLEY BANK,10005862622
SMIT,Willem Jakobus,29/12/1992,Male,WTT,(RSA),TKA,TEAM KATUSHA ALPECIN,10009416357
SMITH,Dion,03/03/1993,Male,WTT,(NZl),MTS,MITCHELTON - SCOTT,10008695729
SOEK,Julia,12/12/1990,Female,CTW,(Ned),SUN,TEAM SUNWEB,10008648239
SOET,Aafke,23/11/1997,Female,CTW,(Ned),WNT,WNT ROTOR PRO CYCLING TEAM,10013344554
SOLER,Marc,22/11/1993,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10008922364
SOLVANG,Julie,03/09/1989,Female,CTW,(Nor),HPU,HITEC PRODUCTS - BIRK SPORT,10013943833
SOSA CUERVO,Ivan Ramiro,31/10/1997,Male,WTT,(Col),SKY,TEAM SKY,10016277792
SOTO LOPEZ,Jasmin Gabriela,11/01/1993,Female,CTW,(Gua),SWA,SWAPIT AGOLICO,10056296255
SOTO MARTINEZ,Nelson,19/06/1994,Male,PCT,(Col),CJR,CAJA RURAL - SEGUROS RGA,10074893377
SOUPE,Geoffrey,22/03/1988,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10006917090
SPENGLER,Lukas,16/09/1994,Male,PCT,(Swi),WVA,WALLONIE BRUXELLES,10007803127
SPEROTTO,Maria Vittoria,20/11/1996,Female,CTW,(Ita),BIG,BIGLA,10009232865
PILAK,Simon,23/06/1986,Male,WTT,(Slo),TKA,TEAM KATUSHA ALPECIN,10003036989
SPRATT,Amanda,17/09/1987,Female,CTW,(Aus),MTS,MITCHELTON SCOTT,10003270601
SPREAFICO,Matteo,15/02/1993,Male,PCT,(Ita),ANS,ANDRONI GIOCATTOLI - SIDERMEC,10008198201
SPRENGERS,Thomas,05/02/1990,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10005991954
STALNOV,Nikita,14/09/1991,Male,WTT,(Kaz),AST,ASTANA PRO TEAM,10010041100
STANNARD,Ian,25/05/1987,Male,WTT,(GBr),SKY,TEAM SKY,10003267769
STANNARD,Robert,16/09/1998,Male,WTT,(Aus),MTS,MITCHELTON - SCOTT,10014877760
STASH,Mamyr,04/05/1993,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10008705227
STEELS,Stijn,21/08/1989,Male,PCT,(Bel),ROC,ROOMPOT - CHARLES,10005430667
STEFANI,Martina,06/11/1998,Female,CTW,(Ita),TOP,TOP GIRLS FASSA BORTOLO,10014966575
STEIGENGA,Nicole,27/01/1998,Female,CTW,(Ned),BPK,BEPINK,10015185938
STEPHENS,Lauren,28/12/1986,Female,CTW,(USA),TIB,TEAM TIBCO - SILICON VALLEY BANK,10008838401
STETINA,Peter,08/08/1987,Male,WTT,(USA),TFS,TREK - SEGAFREDO,10004599602
STORER,Michael,28/02/1997,Male,WTT,(Aus),SUN,TEAM SUNWEB,10010203572
STOUGJE,Chanella,23/10/1996,Female,CTW,(Ned),HPU,HITEC PRODUCTS - BIRK SPORT,10009796475
STRAKHOV,Dmitrii,17/05/1995,Male,WTT,(Rus),TKA,TEAM KATUSHA ALPECIN,10008629142
STULTIENS,Sabrina,08/07/1993,Female,CTW,(Ned),CCC,CCC - LIV,10006140181
STUYVEN,Jasper,17/04/1992,Male,WTT,(Bel),TFS,TREK - SEGAFREDO,10006823528
TYBAR,Zdenk,11/12/1985,Male,WTT,(Cze),DQT,DECEUNINCK  -  QUICK - STEP,10002782264
SUAZA ARANGO,Bernardo Albeiro,28/11/1992,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10009143040
SUREDA MOREY,Jaume,25/07/1996,Male,PCT,(Spa),BBH,BURGOS - BH,10014357091
SÜßEMILCH,Laura,23/02/1997,Female,CTW,(Ger),HMT,HEALTH MATE - LADIES TEAM,10009081204
SUTHERLAND,Rory,08/02/1982,Male,WTT,(Aus),UAD,UAE TEAM EMIRATES,10050087043
SÜTTERLIN,Jasha,04/11/1992,Male,WTT,(Ger),MOV,MOVISTAR TEAM,10006655901
SWIFT,Ben,05/11/1987,Male,WTT,(GBr),SKY,TEAM SKY,10004563327
SWINKELS,Karlijn,28/10/1998,Female,CTW,(Ned),ALE,ALE CIPOLLINI,10009857103
SWINKELS,Sylvie,31/07/2000,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10014757118
SZABÓ,Zsófia,03/01/1997,Female,CTW,(Hun),HMT,HEALTH MATE - LADIES TEAM,10015225243
TAARAMÄE,Rein,24/04/1987,Male,PCT,(Est),TDE,DIRECT ENERGIE,10003214522
TAGLIAFERRO,Marta,04/11/1989,Female,CTW,(Ita),HPU,HITEC PRODUCTS - BIRK SPORT,10005886466
TAMINIAUX,Lionel,21/05/1996,Male,PCT,(Bel),WVA,WALLONIE BRUXELLES,10009136168
TANFIELD,Harry,17/11/1994,Male,WTT,(GBr),TKA,TEAM KATUSHA ALPECIN,10008696840
TEDDERGREEN,Starla,11/12/1979,Female,CTW,(USA),HBS,HAGENS BERMAN / SUPERMINT,10010010178
TEN DAM,Laurens,13/11/1980,Male,WTT,(Ned),CPT,CCC TEAM,10002420132
TENNIGLO,Moniek,02/05/1988,Female,CTW,(Ned),MTS,MITCHELTON SCOTT,10007127258
TERPSTRA,Niki,18/05/1984,Male,PCT,(Ned),TDE,DIRECT ENERGIE,10002836626
TERUEL RIBES,Alba,17/08/1996,Female,CTW,(Spa),MOV,MOVISTAR TEAM WOMEN,10009804155
TEUNISSEN,Mike,25/08/1992,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10006631548
TEUNS,Dylan,01/03/1992,Male,WTT,(Bel),TBM,BAHRAIN - MERIDA,10007524756
TEUTENBERG,Lea Lin,02/07/1999,Female,CTW,(Ger),WNT,WNT ROTOR PRO CYCLING TEAM,10016000536
THEUNS,Edward,30/04/1991,Male,WTT,(Bel),TFS,TREK - SEGAFREDO,10007079970
THOMAS,Benjamin,12/09/1995,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10009104341
THOMAS,Geraint,25/05/1986,Male,WTT,(GBr),SKY,TEAM SKY,10003253221
THOMAS,Leah,30/05/1989,Female,CTW,(USA),BIG,BIGLA,10010118292
THOMSON,Jay Robert,12/04/1986,Male,WTT,(RSA),TDD,TEAM DIMENSION DATA,10005416321
TILLER,Rasmus Fossum,08/07/1996,Male,WTT,(Nor),TDD,TEAM DIMENSION DATA,10011227732
TIMMERMANS,Justin,25/09/1996,Male,PCT,(Ned),ROC,ROOMPOT - CHARLES,10010977047
TOFFANIN,Martina,23/06/2000,Female,CTW,(Ita),TOP,TOP GIRLS FASSA BORTOLO,10030084835
TOLHOEK,Antwan,29/04/1994,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10009812542
TOMASI,Laura,01/07/1999,Female,CTW,(Ita),TOP,TOP GIRLS FASSA BORTOLO,10015661844
TON,Quinty,04/08/1998,Female,CTW,(Ned),BPC,BIEHLER PRO CYCLING,10023380115
TONELLI,Alessandro,29/05/1992,Male,PCT,(Ita),BRD,BARDIANI CSF,10007527786
TORRES AGUDELO,Rodolfo Andres,21/03/1987,Male,PCT,(Col),ANS,ANDRONI GIOCATTOLI - SIDERMEC,10005692264
TOUZE,Damien,07/07/1996,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10025135209
TRARIEUX,Julien,19/08/1992,Male,PCT,(Fra),DMP,DELKO MARSEILLE PROVENCE,10006804330
TRATNIK,Jan,23/02/1990,Male,WTT,(Slo),TBM,BAHRAIN - MERIDA,10006486452
TRENTIN,Matteo,02/08/1989,Male,WTT,(Ita),MTS,MITCHELTON - SCOTT,10004774202
TREVISI,Anna,08/05/1992,Female,CTW,(Ita),ALE,ALE CIPOLLINI,10006880819
TRIAS JORDAN,Ariadna,27/04/1995,Female,CTW,(Spa),SWT,SOPELA WOMEN'S TEAM,10039711376
TRIAS JORDAN,Mireia,22/03/2000,Female,CTW,(Spa),SWT,SOPELA WOMEN'S TEAM,10039712184
TROIA,Oliviero,01/09/1994,Male,WTT,(Ita),UAD,UAE TEAM EMIRATES,10008698153
TSERAKH,Hanna,07/09/1998,Female,CTW,(Blr),MCC,MINSK CYCLING CLUB,10010177910
TUFT,Svein,09/05/1977,Male,PCT,(Can),RLY,RALLY UHC CYCLING,10002470652
TULIK,Angelo,02/12/1990,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10006466547
TURBLIN,Chloë,19/09/1995,Female,CTW,(Fra),HMT,HEALTH MATE - LADIES TEAM,10009138188
TURGIS,Anthony,16/05/1994,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10007592050
TURGIS,Jimmy,10/08/1991,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10006644379
TURGIS,Tanguy,16/05/1998,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10009789910
TUSVELD,Martijn,09/09/1993,Male,WTT,(Ned),SUN,TEAM SUNWEB,10007296707
UDONDO SANTAMARIA,Gotzon,01/12/1993,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10010982000
UITERWIJK WINKEL,Meike,04/12/1999,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10015705189
ULISSI,Diego,15/07/1989,Male,WTT,(Ita),UAD,UAE TEAM EMIRATES,10005467952
UMUTZHANOVA,Makhabbat,11/08/1994,Female,CTW,(Kaz),ASA,ASTANA WOMEN'S TEAM,10009015021
UNEKEN,Lonneke,02/03/2000,Female,CTW,(Ned),HPU,HITEC PRODUCTS - BIRK SPORT,10022750322
URAN,Rigoberto,26/01/1987,Male,WTT,(Col),EF1,EF EDUCATION FIRST,10004641836
VACEK,Karel,09/09/2000,Male,PCT,(Cze),HBA,HAGENS BERMAN AXEON,10034725677
VACHON,Florian,02/01/1985,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10002857743
VAKO,Petr,11/07/1992,Male,WTT,(Cze),DQT,DECEUNINCK  -  QUICK - STEP,10007522534
VALENTE,Jennifer,24/12/1994,Female,CTW,(USA),T20,SHO - AIR TWENTY20,10007895881
VALGREN ANDERSEN,Michael,07/02/1992,Male,WTT,(Den),TDD,TEAM DIMENSION DATA,10006883243
VALLEE,Boris,03/06/1993,Male,PCT,(Bel),WGG,WANTY - GOBERT CYCLING TEAM,10007969744
VALLS FERRI,Rafael,25/06/1987,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10004632237
VALSECCHI,Silvia,19/07/1982,Female,CTW,(Ita),BPK,BEPINK,10002526125
VALVERDE,Alejandro,25/04/1980,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10001457509
VAN AVERMAET,Greg,17/05/1985,Male,WTT,(Bel),CPT,CCC TEAM,10004451371
VAN BAARLE,Dylan,21/05/1992,Male,WTT,(Ned),SKY,TEAM SKY,10006884455
VAN DE REE,Monique,02/03/1988,Female,CTW,(Ned),BTC,BTC CITY LJUBLJANA,10003288987
VAN DE VELDE,Julie,02/06/1993,Female,CTW,(Bel),LSL,LOTTO SOUDAL LADIES,10016491596
VAN DEN BERG,Julius,23/10/1996,Male,WTT,(Ned),EF1,EF EDUCATION FIRST,10009817188
VAN DEN BOS,Jip,12/04/1996,Female,CTW,(Ned),DLT,BOELS DOLMANS CYCLINGTEAM,10009796374
VAN DEN STEEN,Kelly,01/09/1995,Female,CTW,(Bel),LSL,LOTTO SOUDAL LADIES,10008698860
VAN DER BREGGEN,Anna,18/04/1990,Female,CTW,(Ned),DLT,BOELS DOLMANS CYCLINGTEAM,10005972655
VAN DER HEIJDEN,Inge,12/08/1999,Female,CTW,(Ned),CCC,CCC - LIV,10010592885
