code,First_Last,country_short,2018_team
10050049556,Louise Norman Hansen,(Den),Team Virtu Cycling
10007295693,Claudia Koster,(Ned),Team Virtu Cycling
10007520110,Mieke Kröger,(Ger),Team Virtu Cycling
10050049152,Christina Malling Siggaard,(Den),Team Virtu Cycling
10006875866,Emilie Moberg,(Nor),Team Virtu Cycling
10006436336,Katarzyna Pawlowska,(Pol),Team Virtu Cycling
10009409788,Sara Penton,(Swe),Team Virtu Cycling
10004631732,Trine Schmidt,(Den),Team Virtu Cycling
10005486241,Doris Schweizer,(Swi),Team Virtu Cycling
10003218764,Linda Villumsen,(NZl),Team Virtu Cycling
10002849154,Nontasin Chanpeng,(Tha),Thailand Women's Cycling Team
10009914390,Sarocha Kamonkorn,(Tha),Thailand Women's Cycling Team
10005919408,Wilaiwan Kunlapha,(Tha),Thailand Women's Cycling Team
10006083395,Wathinee Luekajorh,(Tha),Thailand Women's Cycling Team
10006127350,Supaksorn Nuntana,(Tha),Thailand Women's Cycling Team
10009914491,Pannaray Rasee,(Tha),Thailand Women's Cycling Team
10050620240,Suthima Sopa,(Tha),Thailand Women's Cycling Team
10010798407,Piyathida Thitjan,(Tha),Thailand Women's Cycling Team
10014964858,Vania Canvelli,(Ita),Top Girls Fassa Bortolo
10007073607,Francesca Cauz,(Ita),Top Girls Fassa Bortolo
10009787179,Elena Leonardi,(Ita),Top Girls Fassa Bortolo
10010969973,Sara Mariotto,(Ita),Top Girls Fassa Bortolo
10016095718,Chiara Perini,(Ita),Top Girls Fassa Bortolo
10015495631,Francesca Pisciali,(Ita),Top Girls Fassa Bortolo
10010678771,Nadia Quagliotto,(Ita),Top Girls Fassa Bortolo
10009781220,Beatrice Rossato,(Ita),Top Girls Fassa Bortolo
10015661844,Laura Tomasi,(Ita),Top Girls Fassa Bortolo
10010638557,Eva Buurman,(Ned),Trek-Drops
10009750096,Anna Christian,(GBr),Trek-Drops
10006380762,Kathrin Hammes,(Ger),Trek-Drops
10010199330,Elizabeth Holden,(GBr),Trek-Drops
10009403627,Manon Lloyd,(GBr),Trek-Drops
10011030395,Annasley Park,(GBr),Trek-Drops
10009335626,Abby-Mae Parkinson,(GBr),Trek-Drops
10007749674,Hannah Payton,(GBr),Trek-Drops
10009968045,Lucy Shaw,(GBr),Trek-Drops
10005621637,Annabel Simpson,(GBr),Trek-Drops
10010960071,Abigail Van Twisk,(GBr),Trek-Drops
10008701688,Molly Weaver,(GBr),Trek-Drops
10007992881,Tayler Wiles,(USA),Trek-Drops
10006501105,Sofia Arreola,(Mex),Twenty20 p/b Sho-Air
10071822622,Erica Clevenger,(USA),Twenty20 p/b Sho-Air
10011094356,Margot Clyne,(USA),Twenty20 p/b Sho-Air
10071893451,Allie Dragoo,(USA),Twenty20 p/b Sho-Air
10053708678,Jasmin Duehring,(Can),Twenty20 p/b Sho-Air
10010971690,Chloe Dygert,(USA),Twenty20 p/b Sho-Air
10009379274,Scotti Lechuga,(USA),Twenty20 p/b Sho-Air
10006415118,Marlies Mejias,(Cub),Twenty20 p/b Sho-Air
10061611855,Danielle Morshead,(USA),Twenty20 p/b Sho-Air
10007708955,Shayna Powless,(USA),Twenty20 p/b Sho-Air
10003299802,Stephanie Roorda,(Can),Twenty20 p/b Sho-Air
10007895881,Jennifer Valente,(USA),Twenty20 p/b Sho-Air
10018611755,Elizabeth Banks,(GBr),UnitedHealthcare Women
10004616271,Rushlee Buchanan,(NZl),Unitedhealthcare Women
10072254977,Janelle Cole,(USA),Unitedhealthcare Women
10009378668,Katharine Hall,(USA),Unitedhealthcare Women
10007993083,Lauren Hall,(USA),Unitedhealthcare Women
10007825456,Lauretta Hanson,(Aus),Unitedhealthcare Women
10007589323,Diana Peñuela,(Col),Unitedhealthcare Women
10010118292,Leah Thomas,(USA),Unitedhealthcare Women
10010759708,Allegra Arzuffi,(Ita),Valcar PBM
10010182657,Elisa Balsamo,(Ita),Valcar PBM
10011143260,Marta Cavalli,(Ita),Valcar PBM
10007278822,Maria Giulia Confalonieri,(Ita),Valcar PBM
10015660026,Chiara Consonni,(Ita),Valcar PBM
10007981868,Dalia Muccioli,(Ita),Valcar PBM
10008637327,Asja Paladin,(Ita),Valcar PBM
10010753947,Silvia Persico,(Ita),Valcar PBM
10029602764,Silvia Pollicini,(Ita),Valcar PBM
10008635610,Ilaria Sanguineti,(Ita),Valcar PBM
10010714137,Miriam Vece,(Ita),Valcar PBM
10015658814,Alessia Vigilia,(Ita),Valcar PBM
10014208662,Chiara Zanettin,(Ita),Valcar PBM
10007521524,Rotem Gafinovitz,(Isr),Waowdeals Pro Cycling Team
10008990163,Yara Kastelijn,(Ned),Waowdeals Pro Cycling Team
10009894485,Jeanne Korevaar,(Ned),Waowdeals Pro Cycling Team
10007968936,Anouska Koster,(Ned),Waowdeals Pro Cycling Team
10008685423,Riejanne Markus,(Ned),Waowdeals Pro Cycling Team
10007969037,Paulien Rooijakkers,(Ned),Waowdeals Pro Cycling Team
10009402617,Danielle Rowe,(GBr),Waowdeals Pro Cycling Team
10006140181,Sabrina Stultiens,(Ned),Waowdeals Pro Cycling Team
10003288987,Monique van de Ree,(Ned),Waowdeals Pro Cycling Team
10003114488,Marianne Vos,(Ned),Waowdeals Pro Cycling Team
10008789695,Katie Archibald,(GBr),Wiggle High5
10010714743,Rachele Barbieri,(Ita),Wiggle High5
10008091194,Elinor Barker,(GBr),Wiggle High5
10004602935,Lisa Brennauer,(Ger),Wiggle High5
10005540906,Audrey Cordon Ragot,(Fra),Wiggle High5
10006274668,Amy Cure,(Aus),Wiggle High5
10006180193,Annette Edmondson,(Aus),Wiggle High5
10004597881,Emilia Fahlin,(Swe),Wiggle High5
10010199229,Grace Garner,(GBr),Wiggle High5
10008652481,Lucy Garner,(GBr),Wiggle High5
10006324279,Julie Leth,(Den),Wiggle High5
10007614985,Elisa Longo Borghini,(Ita),Wiggle High5
10008692796,Martina Ritter,(Aut),Wiggle High5
10009135663,Macey Stewart,(Aus),Wiggle High5
10002919175,Kirsten Wild,(Ned),Wiggle High5
10009040885,Eri Yonamine,(Jpn),Wiggle High5
10011088595,Anna Badegruber,(Aut),WNT Rotor Pro Cycling Team
10008975716,Lydia Boylan,(Irl),WNT Rotor Pro Cycling Team
10013958482,Natalie Grinczer,(GBr),WNT Rotor Pro Cycling Team
10009084739,Hayley Jones,(GBr),WNT Rotor Pro Cycling Team
10009776671,Melissa Lowther,(GBr),WNT Rotor Pro Cycling Team
10010674529,Elise Maes,(Lux),WNT Rotor Pro Cycling Team
10006241326,Eileen Roe,(GBr),WNT Rotor Pro Cycling Team
10009326128,Hayley Simmonds,(GBr),WNT Rotor Pro Cycling Team
10013344554,Aafke Soet,(Ned),WNT Rotor Pro Cycling Team
10016000536,Lea Lin Teutenberg,(Ger),WNT Rotor Pro Cycling Team
10055330194,Simon Yates,(GBr),Mitchelton-Scott
10008653996,Koen Bouwman,(Ned),LottoNL-Jumbo
10006874553,Jay McCarthy,(Aus),Bora-Hansgrohe
10003097516,Gediminas Bagdonas,(Ltu),AG2R La Mondiale
10003038104,Jan Bakelants,(Bel),AG2R La Mondiale
10008199312,Rudy Barbier,(Fra),AG2R La Mondiale
10006491708,Romain Bardet,(Fra),AG2R La Mondiale
10009363817,François Bidard,(Fra),AG2R La Mondiale
10003078722,Mikael Cherel,(Fra),AG2R La Mondiale
10007516874,Clement Chevrier,(Fra),AG2R La Mondiale
10007952263,Benoit Cosnefroy,(Fra),AG2R La Mondiale
10008669659,Nico Denz,(Ger),AG2R La Mondiale
10005865248,Silvan Dillier,(Swi),AG2R La Mondiale
10007723103,Axel Domont,(Fra),AG2R La Mondiale
10001573202,Samuel Dumoulin,(Fra),AG2R La Mondiale
10003230888,Hubert Dupont,(Fra),AG2R La Mondiale
10005969524,Julien Duval,(Fra),AG2R La Mondiale
10003261709,Mathias Frank,(Swi),AG2R La Mondiale
10004433789,Tony Gallopin,(Fra),AG2R La Mondiale
10003272015,Ben Gastauer,(Lux),AG2R La Mondiale
10003225030,Cyril Gautier,(Fra),AG2R La Mondiale
10006045508,Alexandre Geniez,(Fra),AG2R La Mondiale
10007743109,Alexis Gougeard,(Fra),AG2R La Mondiale
10007584067,Quentin Jauregui,(Fra),AG2R La Mondiale
10008681278,Pierre Latour,(Fra),AG2R La Mondiale
10002844710,Matteo Montaguti,(Ita),AG2R La Mondiale
10009365433,Oliver Naesen,(Bel),AG2R La Mondiale
10008883362,Nans Peters,(Fra),AG2R La Mondiale
10003216340,Stijn Vandenbergh,(Bel),AG2R La Mondiale
10007096542,Clement Venturini,(Fra),AG2R La Mondiale
10004638196,Alexis Vuillermoz,(Fra),AG2R La Mondiale
10007609228,Pello Bilbao,(Spa),Astana Pro Team
10007219309,Zhandos Bizhigitov,(Kaz),Astana Pro Team
10003092765,Dario Cataldo,(Ita),Astana Pro Team
10006658426,Sergei Chernetski,(Rus),Astana Pro Team
10007381781,Magnus Cort,(Den),Astana Pro Team
10004766320,Laurens De Vreese,(Bel),Astana Pro Team
10006500701,Daniil Fominykh,(Kaz),Astana Pro Team
10007991972,Omar Fraile,(Spa),Astana Pro Team
10003401246,Jakob Fuglsang,(Den),Astana Pro Team
10004693568,Oscar Gatto,(Ita),Astana Pro Team
10009816077,Yevgeniy Gidich,(Kaz),Astana Pro Team
10002698604,Andrey Grivko,(Ukr),Astana Pro Team
10004828459,Dmitriy Gruzdev,(Kaz),Astana Pro Team
10006828174,Jesper Hansen,(Den),Astana Pro Team
10006469375,Jan Hirt,(Cze),Astana Pro Team
10006000240,Hugo Houle,(Can),Astana Pro Team
10003205630,Tanel Kangert,(Est),Astana Pro Team
10007887696,Truls Korsaeth,(Nor),Astana Pro Team
10007218905,Bakhtiyar Kozhatayev,(Kaz),Astana Pro Team
10009763436,Miguel Angel Lopez,(Col),Astana Pro Team
10006877886,Alexey Lutsenko,(Kaz),Astana Pro Team
10009027852,Riccardo Minali,(Ita),Astana Pro Team
10005964167,Moreno Moser,(Ita),Astana Pro Team
10002444784,Luis León Sanchez,(Spa),Astana Pro Team
10010041100,Nikita Stalnov,(Kaz),Astana Pro Team
10003264941,Ruslan Tleubayev,(Kaz),Astana Pro Team
10006883243,Michael Valgren,(Den),Astana Pro Team
10008700880,Davide Villella,(Ita),Astana Pro Team
10006895569,Artyom Zakharov,(Kaz),Astana Pro Team
10004703672,Andrey Zeits,(Kaz),Astana Pro Team
10008663090,Alberto Bettiol,(Ita),BMC Racing Team
10006480388,Patrick Bevin,(NZl),BMC Racing Team
10008664508,Tom Bohli,(Swi),BMC Racing Team
10003299293,Brent Bookwalter,(USA),BMC Racing Team
10004564337,Damiano Caruso,(Ita),BMC Racing Team
10003094280,Alessandro De Marchi,(Ita),BMC Racing Team
10005889193,Rohan Dennis,(Aus),BMC Racing Team
10002986065,Jean-Pierre Drucker,(Lux),BMC Racing Team
10008672790,Kilian Frankiny,(Swi),BMC Racing Team
10002578160,Simon Gerrans,(Aus),BMC Racing Team
10007499494,Stefan Küng,(Swi),BMC Racing Team
10005760164,Richie Porte,(Aus),BMC Racing Team
10002724872,Nicolas Roche,(Irl),BMC Racing Team
10002833996,Jurgen Roelandts,(Bel),BMC Racing Team
10006002967,Joey Rosskopf,(USA),BMC Racing Team
10003078823,Michael Schär,(Swi),BMC Racing Team
10007809894,Miles Scotson,(Aus),BMC Racing Team
10007524756,Dylan Teuns,(Bel),BMC Racing Team
10004451371,Greg Van Avermaet,(Bel),BMC Racing Team
10004507753,Tejay van Garderen,(USA),BMC Racing Team
10008699264,Nathan Van Hooydonck,(Bel),BMC Racing Team
10002926855,Francisco Ventoso,(Spa),BMC Racing Team
10007526271,Loïc Vliegen,(Bel),BMC Racing Team
10002909980,Danilo Wyss,(Swi),BMC Racing Team
10007738055,Pascal Ackermann,(Ger),Bora-Hansgrohe
10008662282,Erik Baska,(Svk),Bora-Hansgrohe
10004694073,Cesare Benedetti,(Ita),Bora-Hansgrohe
10006599519,Sam Bennett,(Irl),Bora-Hansgrohe
10003349312,Maciej Bodnar,(Pol),Bora-Hansgrohe
10007988235,Emanuel Buchmann,(Ger),Bora-Hansgrohe
10002416492,Marcus Burghardt,(Ger),Bora-Hansgrohe
10007518591,Davide Formolo,(Ita),Bora-Hansgrohe
10011081424,Felix Grossschartner,(Aut),Bora-Hansgrohe
10004880191,Peter Kennaugh,(GBr),Bora-Hansgrohe
10007856475,Michal Kolár,(Svk),Bora-Hansgrohe
10003272217,Leopold Konig,(Cze),Bora-Hansgrohe
10007167775,Patrick Konrad,(Aut),Bora-Hansgrohe
10005380450,Rafal Majka,(Pol),Bora-Hansgrohe
10007631557,Gregor Mühlberger,(Aut),Bora-Hansgrohe
10003263022,Daniel Oss,(Ita),Bora-Hansgrohe
10005390352,Matteo Pelucchi,(Ita),Bora-Hansgrohe
10003236043,Christoph Pfingsten,(Ger),Bora-Hansgrohe
10005866662,Pawel Poljanski,(Pol),Bora-Hansgrohe
10007062388,Lukas Pöstlberger,(Aut),Bora-Hansgrohe
10004572724,Juraj Sagan,(Svk),Bora-Hansgrohe
10005460373,Peter Sagan,(Svk),Bora-Hansgrohe
10002879062,Aleksejs Saramotins,(Lat),Bora-Hansgrohe
10002449535,Andreas Schillinger,(Ger),Bora-Hansgrohe
10006670954,Michael Schwarzmann,(Ger),Bora-Hansgrohe
10006004280,Rüdiger Selig,(Ger),Bora-Hansgrohe
10003209973,Igor Anton,(Spa),Dimension Data
10007240325,Natnael Berhane,(Eri),Dimension Data
10003292324,Mark Cavendish,(GBr),Dimension Data
10002302722,Stephen Cummings,(GBr),Dimension Data
10009350578,Scott Davies,(GBr),Dimension Data
10007864155,Mekseb Debesay,(Eri),Dimension Data
10009990374,Nicholas Dlamini,(RSA),Dimension Data
10008897712,Nicolas Dougall,(RSA),Dimension Data
10001546324,Bernhard Eisel,(Aut),Dimension Data
10009583883,Amanuel Ghebreigzabhier,(Eri),Dimension Data
10008673804,Ryan Gibbons,(RSA),Dimension Data
10019821326,Edvald Boasson Hagen,(Nor),Dimension Data
10003226141,Jacques Janse Van Rensburg,(RSA),Dimension Data
10006282247,Reinardt Janse Van Rensburg,(RSA),Dimension Data
10005487554,Benjamin King,(USA),Dimension Data
10008855171,Merhawi Kudus,(Eri),Dimension Data
10007524251,Louis Meintjes,(RSA),Dimension Data
10007597306,Lachlan Morton,(Aus),Dimension Data
10009780513,Ben O'Connor,(Aus),Dimension Data
10003025875,Serge Pauwels,(Bel),Dimension Data
10002259777,Mark Renshaw,(Aus),Dimension Data
10007170001,Tom-Jelte Slagter,(Ned),Dimension Data
10005416321,Jay Thomson,(RSA),Dimension Data
10005617492,Scott Thwaites,(GBr),Dimension Data
10006487058,Johann Van Zyl,(RSA),Dimension Data
10004508258,Jaco Venter,(RSA),Dimension Data
10005351653,Julien Vermote,(Bel),Dimension Data
10002670514,Matti Breschel,(Den),EF Education First-Drapac p/b Cannondale
10006467254,Nathan Brown,(USA),EF Education First-Drapac p/b Cannondale
10009642689,Brendan Canty,(Aus),EF Education First-Drapac p/b Cannondale
10009689371,Julian Cardona Tabares,(Col),EF Education First-Drapac p/b Cannondale
10051858507,Hugh Carthy,(GBr),EF Education First-Drapac p/b Cannondale
10003032949,Simon Clarke,(Aus),EF Education First-Drapac p/b Cannondale
10006606589,William Clarke,(Aus),EF Education First-Drapac p/b Cannondale
10006885566,Lawson Craddock,(USA),EF Education First-Drapac p/b Cannondale
10003032848,Mitchell Docker,(Aus),EF Education First-Drapac p/b Cannondale
10007491717,Joe Dombrowski,(USA),EF Education First-Drapac p/b Cannondale
10004759650,Alex Howes,(USA),EF Education First-Drapac p/b Cannondale
10002833794,Sebastian Langeveld,(Ned),EF Education First-Drapac p/b Cannondale
10006884253,Kim Magnusson,(Swe),EF Education First-Drapac p/b Cannondale
10009226401,Daniel Martinez,(Col),EF Education First-Drapac p/b Cannondale
10006384196,Daniel McLay,(GBr),EF Education First-Drapac p/b Cannondale
10004613948,Sacha Modolo,(Ita),EF Education First-Drapac p/b Cannondale
10003088826,Daniel Moreno,(Spa),EF Education First-Drapac p/b Cannondale
10008019153,Logan Owen,(USA),EF Education First-Drapac p/b Cannondale
10005933956,Taylor Phinney,(USA),EF Education First-Drapac p/b Cannondale
10003223818,Pierre Rolland,(Fra),EF Education First-Drapac p/b Cannondale
10005968615,Tom Scully,(NZl),EF Education First-Drapac p/b Cannondale
10004641836,Rigoberto Uran,(Col),EF Education First-Drapac p/b Cannondale
10007914170,Tom Van Asbroeck,(Bel),EF Education First-Drapac p/b Cannondale
10005391261,Sep Vanmarcke,(Bel),EF Education First-Drapac p/b Cannondale
10008648037,Michael Woods,(Can),EF Education First-Drapac p/b Cannondale
10009162642,Bruno Armirail,(Fra),Groupama-FDJ
10002261700,William Bonnet,(Fra),Groupama-FDJ
10028417041,Davide Cimolai,(Ita),Groupama-FDJ
10002847134,Mickael Delage,(Fra),Groupama-FDJ
10006467052,Arnaud Demare,(Fra),Groupama-FDJ
10006879607,Antoine Duchesne,(Can),Groupama-FDJ
10011235109,David Gaudu,(Fra),Groupama-FDJ
10003284543,Jacopo Guarnieri,(Ita),Groupama-FDJ
10007519504,Daniel Hoelgaard,(Nor),Groupama-FDJ
10002921805,Ignatas Konovalovas,(Ltu),Groupama-FDJ
10003021128,Matthieu Ladagnous,(Fra),Groupama-FDJ
10007516672,Olivier Le Gac,(Fra),Groupama-FDJ
10006477762,Tobias Ludvigsson,(Swe),Groupama-FDJ
10009163753,Valentin Madouas,(Fra),Groupama-FDJ
10007753415,Rudy Molard,(Fra),Groupama-FDJ
10002695267,Steve Morabito,(Swi),Groupama-FDJ
10006473722,Thibaut Pinot,(Fra),Groupama-FDJ
10006473520,Georg Preidler,(Aut),Groupama-FDJ
10006917494,Sébastien Reichenbach,(Swi),Groupama-FDJ
10003223919,Anthony Roux,(Fra),Groupama-FDJ
10002670413,Jérémy Roy,(Fra),Groupama-FDJ
10007216073,Marc Sarreau,(Fra),Groupama-FDJ
10007647422,Romain Seigle,(Fra),Groupama-FDJ
10004798248,Ramon Sinkeldam,(Ned),Groupama-FDJ
10009104341,Benjamin Thomas,(Fra),Groupama-FDJ
10002309893,Benoit Vaugrenard,(Fra),Groupama-FDJ
10006400465,Arthur Vichot,(Fra),Groupama-FDJ
10007996117,Léo Vincent,(Fra),Groupama-FDJ
10005708533,Sander Armee,(Bel),Lotto Soudal
10034996267,Lars Bak,(Den),Lotto Soudal
10007750280,Tiesj Benoot,(Bel),Lotto Soudal
10008913371,Victor Campenaerts,(Bel),Lotto Soudal
10007357331,Jasper De Buyst,(Bel),Lotto Soudal
10004816739,Thomas De Gendt,(Bel),Lotto Soudal
10004819466,Jens Debusschere,(Bel),Lotto Soudal
10007524655,Frederik Frison,(Bel),Lotto Soudal
10002214311,André Greipel,(Ger),Lotto Soudal
10002920488,Adam Hansen,(Aus),Lotto Soudal
10006288715,Moreno Hofland,(Ned),Lotto Soudal
10006919215,Jens Keukeleire,(Bel),Lotto Soudal
10014621621,Bjorg Lambrecht,(Bel),Lotto Soudal
10003245339,Tomasz Marczynski,(Pol),Lotto Soudal
10003038306,Nikolas Maes,(Bel),Lotto Soudal
10008081595,Remy Mertz,(Bel),Lotto Soudal
10002670817,Maxime Monfort,(Bel),Lotto Soudal
10009807488,Lawrence Naesen,(Bel),Lotto Soudal
10011237634,James Shaw,(GBr),Lotto Soudal
10002427913,Marcel Sieberg,(Ger),Lotto Soudal
10005966288,Tosh Van Der Sande,(Bel),Lotto Soudal
10002858248,Jelle Vanendert,(Bel),Lotto Soudal
10005865753,Jelle Wallays,(Bel),Lotto Soudal
10006453110,Tim Wellens,(Bel),Lotto Soudal
10009135259,Enzo Wouters,(Bel),Lotto Soudal
10003473994,Andrey Amador,(CRc),Movistar Team
10006429565,Winner Anacona,(Col),Movistar Team
10010209535,Jorge Arcas,(Spa),Movistar Team
10007992174,Carlos Barbero,(Spa),Movistar Team
10001481555,Daniele Bennati,(Ita),Movistar Team
10006916282,Carlos Betancur,(Col),Movistar Team
10009165672,Richard Carapaz,(Ecu),Movistar Team
10015833818,Hector Carretero,(Spa),Movistar Team
10014715486,Jaime Castrillo,(Spa),Movistar Team
10007452816,Victor De La Parte,(Spa),Movistar Team
10003200879,Imanol Erviti,(Spa),Movistar Team
10006587694,Ruben Fernandez,(Spa),Movistar Team
10006836763,Mikel Landa,(Spa),Movistar Team
10010980279,Nuno Bico,(Por),Movistar Team
10005457646,Nelson Oliveira,(Por),Movistar Team
10006634780,Antonio Pedrero,(Spa),Movistar Team
10009373214,Dayer Quintana,(Col),Movistar Team
10006738854,Nairo Quintana,(Col),Movistar Team
10002910990,José Rojas,(Spa),Movistar Team
10009384833,Jaime Roson,(Spa),Movistar Team
10006564860,Eduardo Sepulveda,(Arg),Movistar Team
10008922364,Marc Soler,(Spa),Movistar Team
10006655901,Jasha Sütterlin,(Ger),Movistar Team
10004632237,Rafael Valls Ferri,(Spa),Movistar Team
10001457509,Alejandro Valverde,(Spa),Movistar Team
10001449425,Michael Albasini,(Swi),Mitchelton-Scott
10004439449,Jack Bauer,(NZl),Mitchelton-Scott
10004404790,Sam Bewley,(NZl),Mitchelton-Scott
10007587303,Esteban Chaves,(Col),Mitchelton-Scott
10006291240,Luke Durbridge,(Aus),Mitchelton-Scott
10007229817,Alex Edmondson,(Aus),Mitchelton-Scott
10007809490,Caleb Ewan,(Aus),Mitchelton-Scott
10007834247,Jack Haig,(Aus),Mitchelton-Scott
10009497593,Lucas Hamilton,(Aus),Mitchelton-Scott
10001297457,Mathew Hayman,(Aus),Mitchelton-Scott
10006291442,Michael Hepburn,(Aus),Mitchelton-Scott
10006720161,Damien Howson,(Aus),Mitchelton-Scott
10002916448,Daryl Impey,(RSA),Mitchelton-Scott
10005840188,Christopher Juul Jensen,(Den),Mitchelton-Scott
10003301620,Roger Kluge,(Ger),Mitchelton-Scott
10003205327,Roman Kreuziger,(Cze),Mitchelton-Scott
10004595558,Cameron Meyer,(Aus),Mitchelton-Scott
10005560710,Luka Mezgec,(Slo),Mitchelton-Scott
10005413085,Mikel Nieve,(Spa),Mitchelton-Scott
10009492139,Rob Power,(Aus),Mitchelton-Scott
10004774202,Matteo Trentin,(Ita),Mitchelton-Scott
10002470652,Svein Tuft,(Can),Mitchelton-Scott
10007512026,Carlos Verona,(Spa),Mitchelton-Scott
10007059055,Adam Yates,(GBr),Mitchelton-Scott
10007058954,Simon Yates,(GBr),Mitchelton-Scott
10007155752,Julian Alaphilippe,(Fra),Quick-Step Floors
10009743733,Kasper Asgreen,(Den),Quick-Step Floors
10003072557,Eros Capecchi,(Ita),Quick-Step Floors
10009971378,Rémi Cavagna,(Fra),Quick-Step Floors
10010087778,Laurens De Plus,(Bel),Quick-Step Floors
10005335283,Tim Declercq,(Bel),Quick-Step Floors
10002728411,Dries Devenyns,(Bel),Quick-Step Floors
10008656828,Fernando Gaviria,(Col),Quick-Step Floors
10002416694,Philippe Gilbert,(Bel),Quick-Step Floors
10009230441,Alvaro Hodeg,(Col),Quick-Step Floors
10008706136,Fabio Jakobsen,(Ned),Quick-Step Floors
10006679543,Bob Jungels,(Lux),Quick-Step Floors
10002264023,Iljo Keisse,(Bel),Quick-Step Floors
10009966530,James Knox,(GBr),Quick-Step Floors
10008622876,Yves Lampaert,(Bel),Quick-Step Floors
10008198807,Davide Martinelli,(Ita),Quick-Step Floors
10008685726,Enric Mas,(Spa),Quick-Step Floors
10003308993,Michael Mørkøv,(Den),Quick-Step Floors
10009637235,Jhonatan Narvaez,(Ecu),Quick-Step Floors
10003039013,Maximiliano Richeze,(Arg),Quick-Step Floors
10003105394,Fabio Sabatini,(Ita),Quick-Step Floors
10008693810,Maximilian Schachmann,(Ger),Quick-Step Floors
10007516773,Florian Senechal,(Fra),Quick-Step Floors
10007158580,Pieter Serry,(Bel),Quick-Step Floors
10002782264,Zdenek Stybar,(Cze),Quick-Step Floors
10002836626,Niki Terpstra,(Ned),Quick-Step Floors
10005502914,Elia Viviani,(Ita),Quick-Step Floors
10008915492,Leonardo Basso,(Ita),Team Sky
10009584489,Egan Bernal,(Col),Team Sky
10004617180,Jonathan Castroviejo,(Spa),Team Sky
10007175859,David De La Cruz,(Spa),Team Sky
10002519859,Philip Deignan,(Irl),Team Sky
10008669760,Jonathan Dibben,(GBr),Team Sky
10007223450,Owain Doull,(GBr),Team Sky
